id;min;phrase;clicks;ctr;premium_clicks;premium_ctr;shows;max;first_place_ctr;premium_min;premium_max;first_place_clicks
29415;5.34;"!планировщик !питания !онлайн";2;0.01;0;0;3;5.34;0.01;0.01;0.01;2
29416;0.47;"!модная !диета !в !москве";2;1.35;0;0;3;1.31;0.92;0.01;0.01;2
29417;0.01;"!кому !противопоказана !японская !диета";0;0;0;0;2;0.01;0;0.01;0.01;0
29418;0.01;"!подбор !еды !под !калории";0;0;0;0;3;0.01;0;0.01;0.01;0
29419;0.01;"!составить !себе !рацион !бжу";0;0;0;0;3;0.01;0;0.01;0.01;0
29420;0.01;"!как !правильно !распределить !бжу";0;0;0;0;2;0.01;0;0.01;0.01;0
29421;0.01;"!рацион !на !день !заказать";0;0;0;0;1;0.01;0;0.01;0.01;0
29422;0.01;"!дженерал !фуд !вакансии";0;0;0;0;2;0.01;0;0.01;0.01;0
29423;1.09;"!фирмы !порционного !питания";2;0.06;0;0;2;1.09;0.06;0.01;0.01;2
29424;0.28;"!доставка !на !месяц";2;0.63;0;0;2;0.28;0.63;0.01;0.01;2
29425;1.31;"!пищевые !наборы !для !похудения";2;0.29;0;0;2;1.31;0.29;0.01;0.01;2
29426;0.01;"!еда !за !1300";0;0;0;0;0;0.01;0;0.01;0.01;0
29427;0.01;"!компании !правиельное !питание";0;0;0;0;2;0.01;0;0.01;0.01;0
29428;0.01;"!калькулятор !раицона !плана !питания";0;0;0;0;2;0.01;0;0.01;0.01;0
29429;0.01;"!подобрать !меню !по !калориям !калькулятор";0;0;0;0;2;0.01;0;0.01;0.01;0
29430;1.95;"!автоматический !калькулятор !еды";2;0;0;0;2;1.95;0;0.01;0.01;2
29431;0.01;"!калькулятор !для !питания";0;0;0;0;0;0.01;0;0.01;0.01;0
29432;0.01;"!онлайн !генератор !рецептов !правильного !питания";0;0;0;0;0;0.01;0;0.01;0.01;0
29433;0.01;"!почему !важно !правильное !питание !при !занятии !спорта";0;0;0;0;0;0.01;0;0.01;0.01;0
29434;0.01;"!готовое !питание !на !неделю !отзывы";0;0;0;0;2;0.01;0;0.01;0.01;0
29435;0.01;"!примеры !меню !сбалансированного !по !бжу";0;0;0;0;0;0.01;0;0.01;0.01;0
29436;0.31;"!калькулятор !питания !на !день";2;0.51;0;0;2;0.31;0.51;0.01;0.01;2
29437;0.26;"!расчет !рациона";2;0.12;0;0;1;0.26;0.12;0.01;0.01;2
29438;0.01;"!меню !с !расчетом !бжу";0;0;0;0;1;0.01;0;0.01;0.01;0
29439;0.01;"!как !принимать !пищу !с !бжу";0;0;0;0;2;0.01;0;0.01;0.01;0
29440;0.43;"!рассчитать !свой !рацион !питания";2;0.59;0;0;2;0.43;0.59;0.01;0.01;2
29441;0.01;"!подобрать !диету !по !параметрам";0;0;0;0;1;0.01;0;0.01;0.01;0
29442;0.01;"!какая !еда !сжигает !жир";0;0;0;0;2;0.01;0;0.01;0.01;0
29443;0.01;"!питание !калькулятор";0;0;0;0;2;0.01;0;0.01;0.01;0
29444;1.09;"!морс !вишневый !фитнес !дженерал !фуд";2;0.2;0;0;1;1.09;0.2;0.01;0.01;2
29445;8.13;"!готовые !диетические !блюда !с !доставкой !москва";2;0.24;2;14.65;0;8.13;0.24;3.51;8.71;2
29446;0.01;"!рассчитать !рацион !питания !онлайн";0;0;0;0;1;0.01;0;0.01;0.01;0
29447;0.01;"!доставка !готового !питания !москва";0;0;0;0;1;0.01;0;0.01;0.01;0
29448;0.28;"!набор !массы !рацион !на !неделю";2;0.4;0;0;1;0.28;0.4;0.01;0.01;2
29449;0.01;"!заказ !еды !с !расчетом !калорий";0;0;0;0;1;0.01;0;0.01;0.01;0
29450;0.01;"!бжу !для !здорового !питания";0;0;0;0;0;0.01;0;0.01;0.01;0
29451;0.9;"!вегетарианская !еда !на !неделю !с !доставкой";2;1.53;2;14.38;1;3.81;0.49;3.11;5.59;2
29452;0.01;"!конструктор !меню !пп";0;0;0;0;2;0.01;0;0.01;0.01;0
29453;0.01;"!как !правильно !питаться !бжу";0;0;0;0;1;0.01;0;0.01;0.01;0
29454;0.01;"!правильное !питание !и !бжу";0;0;0;0;0;0.01;0;0.01;0.01;0
29455;1.77;"!план !питания !бжу";2;0.13;0;0;2;1.77;0.13;0.01;0.01;2
29456;0.01;"!питание !на !день !купить";0;0;0;0;1;0.01;0;0.01;0.01;0
29457;0.01;"!диетические !продукты !с !доставкой !на !дом";0;0;0;0;1;0.01;0;0.01;0.01;0
29458;0.01;"!сервис !доставки !рационов !правильного !питания";0;0;0;0;1;0.01;0;0.01;0.01;0
29459;0.01;"!веганское !питание !с !доставкой";0;0;0;0;1;0.01;0;0.01;0.01;0
29460;0.01;"!меню !по !бжу !для !мужчин";0;0;0;0;1;0.01;0;0.01;0.01;0
29461;0.01;"!подбор !питание !калькулятор";0;0;0;0;1;0.01;0;0.01;0.01;0
29462;0.01;"!калькулятор !составления !рациона !питания";0;0;0;0;1;0.01;0;0.01;0.01;0
29463;1.18;"!японская !диета !вред !для !здоровья";2;0.19;0;0;1;1.18;0.19;0.01;0.01;2
29464;0.01;"!купить !хдоровой !пищи !на !3 !дня";0;0;0;0;1;0.01;0;0.01;0.01;0
29465;0.01;"!спортивная !еда !с !доставкой !москва";0;0;2;23.62;1;0.01;0;0.82;4.99;0
29466;0.01;"!полезное !питание !москва !на !неделю";0;0;0;0;1;0.01;0;0.01;0.01;0
29467;0.77;"!бжу !заказ !на !дом";2;0.09;0;0;1;0.77;0.09;0.01;0.01;2
29468;0.01;"!сбалансированное !питнаие !с !достакой";0;0;0;0;1;0.01;0;0.01;0.01;0
29469;0.01;"!рацион !на !3000 !купить";0;0;0;0;0;0.01;0;0.01;0.01;0
29470;0.01;"!cthdbc !ujnjdjq !tls !vjcrdf !на !массу";0;0;0;0;1;0.01;0;0.01;0.01;0
29471;0.01;"!интернет !магазин !питания !gu";0;0;0;0;0;0.01;0;0.01;0.01;0
29472;0.01;"!веган !набор !доставка";0;0;0;0;1;0.01;0;0.01;0.01;0
29473;0.01;"!купить !калькулятор !готовых !продуктов";0;0;0;0;1;0.01;0;0.01;0.01;0
29474;0.01;"!приложение !general !food !для !заказа !еды";0;0;0;0;1;0.01;0;0.01;0.01;0
29475;0.01;"!вегетарианская !заказать !на !дом";0;0;0;0;0;0.01;0;0.01;0.01;0
29476;0.01;"!конструкторы !едф";0;0;0;0;1;0.01;0;0.01;0.01;0
29477;0.01;"!констурктор !еды";0;0;0;0;1;0.01;0;0.01;0.01;0
29478;0.01;"!набор !готовой !еды !цена";0;0;0;0;1;0.01;0;0.01;0.01;0
29479;0.01;"!набор !здорового !вегатарианского !питания";0;0;0;0;1;0.01;0;0.01;0.01;0
29480;0.01;"!готовая !еда !на !неделю !веганская";0;0;0;0;1;0.01;0;0.01;0.01;0
29481;0.22;"!фасвуд !питание !купить !веготроинское";2;0.42;0;0;1;0.22;0.42;0.01;0.01;2
29482;0.01;"!конструктор !еды !с !бжу";0;0;0;0;1;0.01;0;0.01;0.01;0
29483;0.01;"!радион !на !800 !ккал !заказать !москва";0;0;0;0;1;0.01;0;0.01;0.01;0
29484;2.75;"!конструктор !фитнес !рецептов";2;0.15;0;0;1;2.75;0.15;0.01;0.01;2
29485;0.05;"!счётчик !калорий !мё !питание";2;0.58;0;0;1;1.4;0.75;0.01;0.01;2
29486;0.01;"!готовые !приемы !пищи !в !пакетах";0;0;0;0;0;0.01;0;0.01;0.01;0
29487;0.01;"!калькулятор !калорий !набора !веса !вегану";0;0;0;0;1;0.01;0;0.01;0.01;0
29488;0.01;"!калькулятор !готовой !еды";0;0;0;0;0;0.01;0;0.01;0.01;0
29489;0.01;"!расчет !правильного !питания !онлайн !бесплатно";0;0;0;0;0;0.01;0;0.01;0.01;0
29490;1.01;"!от !чего !зависит !набор !веса";2;0.01;0;0;1;1.01;0.01;0.01;0.01;2
29491;0.01;"!конструктор !питания !книга";0;0;0;0;1;0.01;0;0.01;0.01;0
29492;0.33;"!vegetarian !health !food";2;0.27;0;0;1;0.33;0.27;0.01;0.01;2
29493;0.01;"!почему !девушкам !нельзя !сахар !некоторое !время";0;0;0;0;1;0.01;0;0.01;0.01;0
29494;0.01;"!составить !пищевой !суточный !рацион !jykfqy";0;0;0;0;1;0.01;0;0.01;0.01;0
29495;0.01;"!правильный !набор !продуктов !бжу";0;0;0;0;0;0.01;0;0.01;0.01;0
29496;0.01;"!как !поддерживать !правильное !питание !с !расчетом !бжу";0;0;0;0;1;0.01;0;0.01;0.01;0
29497;0.42;"!подбор !правильного !питания !по !бжу";2;0.39;0;0;1;0.42;0.39;0.01;0.01;2
29498;0.01;"!как !научиться !правильному !питанию !с !подсчетом !бжу";0;0;0;0;1;0.01;0;0.01;0.01;0
29499;0.01;"!онлайн !каркулятордиет !питания";0;0;0;0;1;0.01;0;0.01;0.01;0
29500;0.01;"!как !сооставить !план !питания !по !бжу";0;0;0;0;1;0.01;0;0.01;0.01;0
29501;0.01;"!как !составить !план !питания !по !бжу";0;0;0;0;1;0.01;0;0.01;0.01;0
29502;0.01;"!программа !расчета !рациона !питания";0;0;0;0;1;0.01;0;0.01;0.01;0
29503;0.01;"!с !чего !начинается !правильное !питание";0;0;0;0;1;0.01;0;0.01;0.01;0
29504;0.01;"!программа !питани !бжу";0;0;0;0;1;0.01;0;0.01;0.01;0
29505;0.01;"!меню !с !учётом !бжу";0;0;0;0;1;0.01;0;0.01;0.01;0
29506;0.01;"!правильная !диеата !бжу";0;0;0;0;1;0.01;0;0.01;0.01;0
29507;0.01;"!почему !опасная !японская !диета";0;0;0;0;1;0.01;0;0.01;0.01;0
29508;0.01;"!как !обеспечить !бжу !недорого";0;0;0;0;1;0.01;0;0.01;0.01;0
29509;0.12;"!диета !распределение !кбжу !на !завтрак";2;0.87;0;0;1;1.07;0.95;0.01;0.01;2
29510;0.01;"!как !питаться !с !рассчетом !бжу";0;0;0;0;1;0.01;0;0.01;0.01;0
29511;0.01;"!отношение !бжу !практическая !жиетология";0;0;0;0;1;0.01;0;0.01;0.01;0
29512;0.01;"!составление !питания !с !бжу";0;0;0;0;1;0.01;0;0.01;0.01;0
29513;0.01;"!составление !питания !по !бжу";0;0;0;0;1;0.01;0;0.01;0.01;0
29514;0.01;"!шоколадная !диета !на !1000 !калорий";0;0;0;0;1;0.01;0;0.01;0.01;0
29515;0.01;"!как !придерживаться !питания !бжу";0;0;0;0;1;0.01;0;0.01;0.01;0
29516;0.01;"!еда !для !веганов !на !неделю";0;0;0;0;0;0.01;0;0.01;0.01;0
29517;0.01;"!как !организовать !сбалансированное !питание";0;0;0;0;2;0.01;0;0.01;0.01;0
29518;0.01;"!конструктор !питания !для !похудения";0;0;0;0;1;0.01;0;0.01;0.01;0
29519;0.01;"!бжу !на !неделю";0;0;0;0;0;0.01;0;0.01;0.01;0
29520;0.6;"!соотношение !бжу !рацион";2;1.09;0;0;1;1.96;0.54;0.01;0.01;2
29521;0.01;"!обеды !сбалансированные !по !бжу";0;0;0;0;1;0.01;0;0.01;0.01;0
29522;0.01;"!как !оставить !меня !по !бжу";0;0;0;0;1;0.01;0;0.01;0.01;0
29523;0.01;"!поции !для !набора !все";0;0;0;0;1;0.01;0;0.01;0.01;0
29524;0.01;"!как !перейтии !на !бжу";0;0;0;0;1;0.01;0;0.01;0.01;0
29525;0.01;"!от !чего !завист !плотность !телосложения";0;0;0;0;1;0.01;0;0.01;0.01;0
29526;0.01;"!набор !питания !на !неделю";0;0;0;0;1;0.01;0;0.01;0.01;0
29527;0.23;"!готовая !пища";2;0.13;2;2.44;1;0.78;0.5;0.51;0.69;2
29528;0.01;"!конструктор !рациона";0;0;0;0;1;0.01;0;0.01;0.01;0
29529;0.01;"!правильное !питание !главные !принципы";0;0;0;0;1;0.01;0;0.01;0.01;0
29530;3.45;"!доставка !еды";26;0.6;1011;13.51;7475;6.55;0.61;12.76;34.01;27
29531;8.49;"!заказать !еды !на !дом";2;0.7;3;15.33;16;8.49;0.7;14.55;27.7;2
29532;3.28;"!заказ !еды !на !дом";6;0.59;235;16.56;1457;4.59;0.59;9.41;30.38;6
29533;1.11;"!спортивное !питание";21;0.5;428;6.77;6554;2.37;0.51;2.39;10.36;22
29534;8.01;"!осетинские !пироги !в !москве";4;0.39;69;8.6;706;9.4;0.41;14.44;38.75;4
29535;1.94;"!еда !на !на !неделю";5;0.97;80;11.57;538;2.54;1;4.53;25.39;5
29536;4.2;"!готовая !еда !на !дом !заказать !москва";2;1.89;8;11.11;69;7.51;1.91;14.68;44.08;2
29537;2.83;"!правильное !питание !на !дом !с !доставкой";2;1.2;22;16.36;150;3.86;1.24;8.69;45.12;2
29538;0.92;"!магазин !спортивного !питания";4;0.42;95;8.23;1177;1.64;0.46;1.74;6.55;4
29539;1.27;"!спортивное !питание !магазины";2;0.55;2;4.57;22;1.31;0.56;1.44;8.22;2
29540;15.89;"!доставка !обедов !москва";2;0.85;9;8.43;75;15.89;0.85;18.15;25.72;2
29541;24.61;"!доставка !на !дом !готовой !еды !москва";2;0.76;7;10.84;54;24.61;0.76;21.63;42.63;2
29542;0.92;"!спортпит";4;0.35;109;8.75;1166;1.14;0.36;1.08;3.74;4
29543;0.01;"!заказать !правильно !питание";0;0;2;5.48;1;0.01;0;2.19;21.42;0
29544;1.63;"!сбалансированное !питание";2;0.4;22;6.66;302;1.89;0.4;3.8;40.5;2
29545;9.42;"!готовая !еда !с !доставкой !на !неделю";2;1.09;14;14.89;80;9.42;1.09;6.75;13.81;2
29546;2.97;"!готовая !еда !на !дом";3;0.64;26;7.93;243;4.71;0.65;4.73;24.46;3
29547;0.87;"!магазин !спортивного !питания !в !москве";2;0.5;36;11.52;349;1.04;0.54;1.38;2.68;2
29548;0.65;"!магазины !спортивного !питания !в !москве";3;0.84;33;11.88;258;1.1;0.97;1.23;2.85;3
29549;0.01;"!правильно !питание !с !доставкой !на !дом !москва";0;0;2;0.09;0;0.01;0;30.68;30.68;0
29550;1.04;"!здоровое !питание";4;0.45;64;6.65;1058;1.46;0.44;1.35;3.97;4
29551;11.01;"!вегетарианская !еда !доставка !москва";2;0.46;2;15.09;5;11.01;0.46;4.26;7.27;2
29552;25.96;"!вегетарианская !доставка !еды !москва";2;0.53;2;27.37;2;25.96;0.53;5.17;8.85;2
29553;4.3;"!доставка !еды !москва !правильное !питание";2;1.18;6;8.99;46;5.6;1.18;10.63;21.67;2
29554;4.3;"!москва !правильное !питание !доставка !еды";0;0;0;0;46;5.6;0;10.63;21.67;0
29555;1.21;"!диетическое !питание";2;0.37;21;7.24;289;1.72;0.38;2.61;7.73;2
29556;10.57;"!доставка !еды !на !дом !полезной";2;0.31;7;10.03;49;11.95;0.33;9.21;34.95;2
29557;0.01;"!еду !на !дом !на !неделю";0;0;0;0;0;0.01;0;0.01;0.01;0
29558;5.17;"!доставка !еды !диетической !на !дом !москва";2;0.56;10;11.96;69;8.27;0.41;6.28;18.77;2
29559;4.23;"!еда !диетическая !доставка !на !дом !москва";2;1.16;2;5.01;5;4.23;1.16;4.69;8.8;2
29560;2.8;"!доставка !еды !фитнес";2;0.43;7;2.44;145;6.57;0.47;5.07;11.09;2
29561;24.65;"!сервис !доставки !готовой !еды";2;0.26;2;6.01;6;24.65;0.26;18.97;37.05;2
29562;8.31;"!доставка !еды !москва !пп";2;0.75;4;10.14;21;8.31;0.75;15.74;33.27;2
29563;0.01;"!пп !еда !москва !доставка";0;0;2;0.09;0;0.01;0;30.68;30.68;0
29564;5.83;"!доставка !на !дом !диетической !еды";2;0.45;6;7.97;55;6.47;0.46;13.14;23.49;2
29565;8.73;"!сервисы !доставки !еды !на !неделю";2;0.8;4;11.81;26;8.73;0.8;8.41;14.43;2
29566;3.97;"!p !food";2;0.11;4;5.06;54;3.97;0.11;3.63;98.43;2
29567;4.54;"!диетическая !еда !москва !с !доставкой !на !дом";2;0.93;10;13.69;58;5.82;0.93;5.2;19.54;2
29568;0.01;"!полезная !еда !доставка";0;0;2;1.07;2;0.01;0;1.68;5.28;0
29569;2.84;"!москва !доставка !еды !на !неделю";2;1.39;7;10.89;45;5.89;1.49;9.16;22.25;2
29570;12.69;"!доставка !на !дом !здоровой !еды";2;0.41;5;5.75;45;13.18;0.43;10.89;37.25;2
29571;12.69;"!здоровой !доставка !еды !на !дом";0;0;0;0;45;13.18;0;10.89;37.25;0
29572;4.11;"!готовая !еда !с !доставкой !на !дом";2;1.23;7;11.28;50;8.56;1.24;14.81;27.91;2
29573;5.52;"!заказ !готовой !еды !на !дом !москва";2;1.63;6;13.97;22;5.52;1.63;15.67;29.57;2
29574;1.13;"!полезная !еда !москва !доставка";2;2.57;2;2.17;2;2.75;1.03;2.62;9.54;2
29575;2.03;"!доставка !готовых !обедов";2;1.25;4;10.12;25;3.82;2.19;18.93;42.23;2
29576;2.58;"!питание !сбалансированное !доставка";2;1.67;3;13.23;6;5.21;1.48;5.68;12.19;2
29577;2.58;"!доставка !сбалансированное !питание";0;0;0;0;6;5.21;0;5.68;12.19;0
29578;2.78;"!обеды";2;0.25;5;3.94;160;2.78;0.25;3.15;9.92;2
29579;15.2;"!доставка !еды !диетической";2;0.21;7;8.86;56;15.97;0.21;6.4;12.86;2
29580;0.01;"!диетическая !еда !доставка";0;0;2;13.95;3;0.01;0;2.72;8.94;0
29581;0.01;"!доставка !диетическая !еда";0;0;0;0;3;0.01;0;2.72;8.94;0
29582;0.01;"!диетическая !доставка !еды";0;0;2;0.09;0;0.01;0;7.2;7.2;0
29583;2.83;"!еда !для !спортсменов !доставка";2;0.74;2;1.82;2;2.83;0.74;4.74;8.82;2
29584;2.54;"!фитнес !еда !с !доставкой !москва !на !неделю";2;1.01;7;5.58;64;7.29;1.23;7.57;24.38;2
29585;2.54;"!еда !на !неделю !с !доставкой !москва !фитнес";0;0;0;0;64;7.29;0;7.57;24.38;0
29586;8.76;"!правильное !питание !готовое !доставка";2;0.11;5;9.82;32;8.76;0.11;5.24;14.55;2
29587;1.25;"!доставка !готового !правильного !питания";2;1.32;2;15.5;6;3.74;2.58;7.82;11.36;2
29588;1.48;"!питание !правильное !на !дом";2;1.16;9;11.91;62;2.65;1.13;3.16;14.01;2
29589;8.42;"!заказать !еду !на !дом !на !неделю";2;0.91;4;17.06;13;8.42;0.91;16.11;23.58;2
29590;0.01;"!еда !на !дом !заказать !на !неделю";0;0;3;13.08;6;0.01;0;2.23;7.32;0
29591;0.01;"!еда !на !дом !на !неделю !заказать";0;0;0;0;6;0.01;0;2.23;7.32;0
29592;0.99;"!сервис !доставки !здоровой !еды";2;1.17;2;3.33;3;2.5;2.44;7.22;15.28;2
29593;4.6;"!заказ !еды !на !дом !правильное !питание";2;1.19;5;15.78;10;5.44;1.19;7.35;31.67;2
29594;29.2;"!доставка !готовой !здоровой !еды !на !неделю";2;0.1;4;7.84;31;29.2;0.1;8.82;19.14;2
29595;1.41;"!чай !для !похудения";2;0.26;22;7.22;306;1.55;0.28;1.31;3.22;2
29596;1.49;"!правильное !питание !доставка !на !неделю";2;1.07;4;11.62;24;3.03;1.46;7.66;53.02;2
29597;1.49;"!доставка !правильное !питание !на !неделю";0;0;0;0;24;3.03;0;7.66;53.02;0
29598;2.33;"!заказать !на !дом !правильное !питание";2;1.59;6;17.66;19;2.58;1.57;4.95;43.84;2
29599;2.33;"!правильное !питание !на !дом !заказать";0;0;0;0;19;2.58;0;4.95;43.84;0
29600;0.01;"!сервисы !по !доставке !правильного !питания";0;0;0;0;2;0.01;0;0.01;0.01;0
29601;14.52;"!доставка !здорового !питания !недорого !москва";2;0.2;5;11.99;35;20.81;0.35;6.56;18.21;2
29602;2.18;"!еда !на !неделю !с !доставкой !фитнес";2;1.12;6;5.85;50;4.91;1.18;8.4;14.44;2
29603;7.34;"!заказать !на !дом !диетическую !еду";2;0.44;4;6.16;41;7.34;0.44;12.54;27.22;2
29604;7.34;"!заказать !еду !на !дом !диетическую";0;0;0;0;41;7.34;0;12.54;27.22;0
29605;48.08;"!доставка !здоровой !еды !недорого !москва";2;0.14;4;6.89;31;48.08;0.14;7.92;18.74;2
29606;7.02;"!заказ !готовой !еды";2;0.75;4;8.39;32;7.02;0.75;12.58;20.67;2
29607;6.86;"!готовая !еда !с !доставкой !на !дом !москва";2;1.61;3;12.42;10;6.86;1.61;17.86;32.67;2
29608;6.74;"!правильное !здоровое !питание !с !доставкой";2;0.11;4;6.32;36;9.7;0.11;10.87;30.26;2
29609;6.74;"!здоровое !правильное !питание !с !доставкой";0;0;0;0;36;9.7;0;10.87;30.26;0
29610;1.2;"!индекс !массы !тела";4;0.11;52;2.06;3201;1.22;0.11;0.72;0.73;4
29611;45.06;"!доставка !диетической !еды !на !неделю";2;0.2;3;5.16;34;45.06;0.2;7.63;17.24;2
29612;14.97;"!доставка !еды !пп !на !дом";2;0.82;4;11.81;16;14.97;0.82;11.01;26.88;2
29613;14.97;"!доставка !еды !на !дом !пп";0;0;0;0;16;14.97;0;11.01;26.88;0
29614;2.52;"!программы !питания !для !похудения !с !доставкой !москва";2;0.1;5;9.87;35;2.52;0.1;6.14;46.14;2
29615;1.4;"!вегетарианское !еда !с !доставкой";2;0.6;2;17.23;1;3.34;2.5;2.33;5.02;2
29616;3.21;"!еда !с !доставкой !на !неделю !на !дом";2;0.82;3;9.54;15;4.55;1.19;8.61;28.83;2
29617;9.57;"!доставка !готовой !здоровой !еды";2;0.09;3;6.05;27;9.57;0.09;8.97;16.47;2
29618;2.97;"!еда !для !спортсменов !с !доставкой";2;0.89;6;20.32;23;2.97;0.89;4.68;7.02;2
29619;1.45;"!заказать !правильное !питание !в !москве";2;2.91;4;9.6;14;2.87;3.23;6.31;17.7;2
29620;4.98;"!доставка !еды !на !дом !для !похудения !москва";2;0.14;3;4.39;32;9.12;0.24;7.18;15.95;2
29621;42.11;"!здоровое !питание !на !неделю !с !доставкой";2;0.22;3;7.4;28;42.11;0.22;8.79;19.39;2
29622;2.64;"!перфоманс !фуд !официальный !сайт";2;0.12;5;6.25;72;3.91;0.13;7.88;14.19;2
29623;2.92;"!доставка !здорового !питания !москва !рейтинг";2;1.83;7;17.17;39;3.11;1.83;4.22;6.55;2
29624;0.6;"!интернет !магазин !продуктов !питания";2;0.77;3;6.92;57;1.69;1.13;4.92;31.9;2
29625;0.94;"!доставка !сбалансированного !питания !москва";2;1.5;2;8.62;3;0.94;1.5;1.85;4.88;2
29626;0.94;"!москва !доставка !сбалансированного !питания";0;0;0;0;3;0.94;0;1.85;4.88;0
29627;25.96;"!доставка !еды !на !неделю !вегетарианская";2;0.18;2;15.02;1;25.96;0.18;2.29;3.59;2
29628;25.96;"!вегетарианская !доставка !еды !на !неделю";0;0;0;0;1;25.96;0;2.29;3.59;0
29629;0.94;"!питание !на !неделю !доставка";2;1.03;2;2.8;1;0.94;1.03;5.44;7.82;2
29630;0.01;"!спортивное !еда !доставка";0;0;0;0;1;0.01;0;0.01;0.01;0
29631;0.01;"!спортивная !еда !доставка";0;0;0;0;1;0.01;0;0.01;0.01;0
29632;42.73;"!здоровая !еда !на !неделю !с !доставкой";2;0.38;3;5.56;30;42.73;0.38;8.48;41.36;2
29633;36.32;"!доставка !еды !для !похудения !москва !на !неделю";2;0.19;4;7.79;31;36.32;0.19;8.8;50.89;2
29634;15.64;"!здоровое !питание !на !каждый !день !доставка";2;0.27;4;8.78;32;15.64;0.27;6.73;14.86;2
29635;5.72;"!рационы !питания !доставка";2;0.7;2;2.72;5;5.72;0.7;6.11;6.34;2
29636;1.61;"!доставка !рациона !питания";2;0.83;2;16.3;5;1.61;0.83;3.95;11.15;2
29637;0.94;"!рацион !питания !доставка";2;1.18;2;4.51;2;0.94;1.18;3.02;25.86;2
29638;1.51;"!заказать !готовое !питание !на !неделю";2;1.16;8;16.75;27;3.01;1.33;2.71;27.9;2
29639;31.69;"!доставка !диетической !еды !в !москве";2;0.19;4;6.35;29;31.69;0.19;7.98;17.31;2
29640;12.96;"!доставка !здорового !питания !недорого";2;0.26;4;10.33;28;15.1;0.34;4.97;10.96;2
29641;1.84;"!доставка !правильного !питания !недорого !москва";2;1.48;6;17.72;20;1.84;1.48;9.69;27.85;2
29642;0.95;"!правильное !питание !доставка !москва !недорого";2;1.97;2;7.29;6;0.95;1.97;2.61;10.28;2
29643;2.39;"!питание !здоровое !заказать";2;2.09;4;21.86;15;2.58;1.86;3.61;10.75;2
29644;0.35;"!интернет !магазины !здорового !питания";2;0.87;3;13.01;14;0.6;1.44;1.26;2.8;2
29645;20.43;"!доставка !готовой !еды !на !неделю !для !похудения";2;0.11;4;9.86;34;20.43;0.11;6.05;12.2;2
29646;20.43;"!доставка !готовой !еды !для !похудения !на !неделю";0;0;0;0;34;20.43;0;6.05;12.2;0
29647;10.62;"!доставка !готового !здорового !питания";2;0.18;3;4.69;42;10.62;0.18;7.07;14.36;2
29648;1.43;"!еда !в !контейнерах !на !неделю";2;1.14;7;13.09;58;1.57;1.08;3.44;9.88;2
29649;20.25;"!готовая !еда !вегетарианская !доставка";2;0.14;2;4.04;3;20.25;0.14;5.16;7.93;2
29650;0.01;"!доставка !готовой !еды !вегетарианская";0;0;2;15.31;1;0.01;0;5;8.53;0
29651;57.9;"!доставка !еды !вегетарианское !меню !москва";2;0.16;3;7.5;28;57.9;0.16;7.66;16.47;2
29652;9.12;"!доставка !еды !веганской";2;0.74;3;7.95;26;9.12;0.74;4.75;26.31;2
29653;30.59;"!доставка !готовой !диетической !еды !в !москве";2;0.26;3;5.11;27;30.59;0.26;9.24;20.46;2
29654;15.84;"!сервис !по !доставке !еды !на !неделю";2;1.23;2;15.52;7;15.84;1.23;9.96;14.9;2
29655;11.66;"!сервисы !по !доставке !еды !на !неделю";2;0.11;2;3.87;2;11.66;0.11;9.62;14.8;2
29656;4.25;"!доставка !здорового !питания !дешево";2;0.11;4;7.43;30;4.25;0.11;5.18;14.02;2
29657;41.48;"!доставка !здоровой !еды !на !дом !на !неделю";2;0.11;3;7.61;27;41.48;0.11;7.77;23.58;2
29658;1.99;"!готовые !наборы !еды";2;0.67;3;11.31;19;1.99;0.67;3.69;28.57;2
29659;18.36;"!правильное !питание !доставка !еды !на !дом";2;0.18;2;4.18;4;20.12;0.18;8.87;29.76;2
29660;0.96;"!промокод !general !food";2;1.14;6;22.4;23;0.96;1.14;1.78;11.92;2
29661;5.01;"!доставка !питания !фитнес";2;0.09;4;8.19;31;5.16;0.09;2.98;8.53;2
29662;1.73;"!еда !для !похудения !заказать";2;0.79;2;10.31;3;1.73;0.79;1.87;17.35;2
29663;26.92;"!готовая !диетическая !еда !на !неделю !с !доставкой";2;0.21;3;6.76;29;26.92;0.21;7.68;22.3;2
29664;2.43;"!сыроедческая !еда !доставка !москва";2;0.81;2;2.51;8;2.43;0.81;8.17;29.6;2
29665;20.33;"!доставка !еды !для !похудения !недорого";2;0.14;3;6.44;27;20.33;0.14;7.47;20.68;2
29666;13.95;"!заказать !еду !диетическую";2;0.15;3;5.66;33;13.95;0.15;5.17;22.46;2
29667;1.03;"!здоровое !питание !заказать !на !дом";2;1.08;3;17.23;10;1.03;1.08;4.13;12.42;2
29668;1.03;"!заказать !на !дом !здоровое !питание";0;0;0;0;10;1.03;0;4.13;12.42;0
29669;3.74;"!недорогая !доставка !диетической !еды";2;0.09;2;2.01;37;3.74;0.09;7.36;17.12;2
29670;5.27;"!еда !с !доставкой !москва";2;0.9;4;8.88;26;5.27;0.9;4.46;30.03;2
29671;3.58;"!сервис !доставки !здорового !питания";2;0.74;2;9.15;8;3.79;0.74;6.36;10.18;2
29672;0.01;"!сервисы !доставки !здорового !питания";0;0;0;0;4;0.01;0;0.01;0.01;0
29673;35.57;"!доставка !еды !для !набора !массы";2;0.15;3;4.45;29;38.37;0.16;5.83;22.64;2
